QC,company_name,domain,Confidence Level,Vmware Detection,Firmo Status,keyword,company_url,AWS - Previous Detected Date,AWS - Last Detected Link,AWS - Last Detected Date,Remark,
Krishna,Komatsu Australia,http://www.komatsu.com.au/,HIGH,VMware,,SQS,https://www.komatsu.com.au/getmedia/b1e81752-7031-4959-8584-300661c7f853/Smart-Quarry-Site-brochure.pdf,,,,,https://www.komatsu.com.au/getmedia/b1e81752-7031-4959-8584-300661c7f853/Smart-Quarry-Site-brochure.pdf
Krishna,Korea Ratings,https://www.korearatings.com/eng/index.do,MEDIUM,VMware,Working,AWS,http://www.korearatings.com/component/webzine/670/a4.pdf,,,,,http://www.korearatings.com/component/webzine/670/a4.pdf
Krishna,Kraft Heinz,http://www.kraftheinzcompany.com/,HIGH,VMware,Working,AWS,https://www.kraftheinzcompany.com/terms_conditions_purchase/purchase_terms/Heinz%20ABC%20PO%20Terms%20%20Conditions.pdf,,,,,https://www.kraftheinzcompany.com/terms_conditions_purchase/purchase_terms/Heinz%20ABC%20PO%20Terms%20%20Conditions.pdf
Krishna,LG Electronics India,https://www.lg.com/in/?srsltid=AfmBOopnLMAlNPOLSjthR1UGtwP1jPy-_Nu4pLQ_O5tmAHYPLqJgEO97,HIGH,VMware,Working,AWS,https://www.lg.com/global/business/download/resources/CT00000233/CT00000233_33216.pdf,,,,,https://www.lg.com/global/business/download/resources/CT00000233/CT00000233_33216.pdf
Krishna,Logic Wireless,http://www.logicwireless.co.nz,HIGH,VMware,Working,AWS,https://www.logicwireless.co.nz/product/eventide-communications-nexlog-dx-series-recorders/,,,,,https://www.logicwireless.co.nz/product/eventide-communications-nexlog-dx-series-recorders/
Krishna,Logicalis Singapore Pte Ltd,http://www.logicalis.com/,HIGH,VMware,Working,AWS,https://www.logicalis.com/insights/news/budget-cuts-innovation-CIOreport,,,,,https://www.logicalis.com/insights/news/budget-cuts-innovation-CIOreport
Krishna,LOTTE R&D Center,http://www.lotte.co.kr,HIGH,VMware,Working,AWS,https://www.lotte.co.kr/upload/report/shopping/2021_sustainability_report_E.pdf,,,,,https://www.lotte.co.kr/upload/report/shopping/2021_sustainability_report_E.pdf
Krishna,lucideus (Safe Security),https://safe.security,HIGH,VMware,Working,EC2,https://docs.safe.security/docs/aws,,,,,https://docs.safe.security/docs/aws
Krishna,,,HIGH,VMware,,Amazon S3,https://docs.safe.security/docs/aws,,,,,https://docs.safe.security/docs/aws
Krishna,M.Tech Products Pte Ltd - SG,http://www.mtechpro.com,LOW,VMware,,VPC,https://www.mtechpro.com/marketing/newsletter/2019/oct/dyncontent/Darktrace_EISv4_including_Cyber_AI_Analyst_Customer_Brief.pdf,,,,,https://www.mtechpro.com/marketing/newsletter/2019/oct/dyncontent/Darktrace_EISv4_including_Cyber_AI_Analyst_Customer_Brief.pdf
Krishna,Maersk GSC India Pvt Ltd,https://www.maersk.com/,LOW,VMware,Working,AWS,https://www.maersk.com/~/media_sc9/maersk/news/press-releases/files/2020/06/200609-news-release-maersk-fleet-to-improve-ocean-and-climate-science.pdf,,,,,https://www.maersk.com/~/media_sc9/maersk/news/press-releases/files/2020/06/200609-news-release-maersk-fleet-to-improve-ocean-and-climate-science.pdf
Krishna,Makino Asia Pte Ltd,http://www.makino.com.sg/,HIGH,VMware,Working,AWS,https://www.makino.com.sg/makino-sa/media/general/Makino_Singapore_Application_Form.pdf,,,,,https://www.makino.com.sg/makino-sa/media/general/Makino_Singapore_Application_Form.pdf
Krishna,Manildra Milling Pty Ltd,http://www.manildra.com.au/,HIGH,VMware,Working,AWS,https://www.manildra.com.au/documents/environmental/Odour%20Audits/Independent%20Odour%20Audit%202021%20-%20Part%202.pdf,,,,,https://www.manildra.com.au/documents/environmental/Odour%20Audits/Independent%20Odour%20Audit%202021%20-%20Part%202.pdf
Krishna,MarketsandMarkets,http://www.marketsandmarkets.com,HIGH,VMware,Working,AWS,https://www.marketsandmarkets.com/ResearchInsight/cloud-computing-market.asp,,,,,https://www.marketsandmarkets.com/ResearchInsight/cloud-computing-market.asp
Krishna,MarketsandMarkets,http://www.marketsandmarkets.com,HIGH,VMware,,Lambda,https://www.marketsandmarkets.com/ResearchInsight/serverless-computing-market.asp,,,,,https://www.marketsandmarkets.com/ResearchInsight/serverless-computing-market.asp
Krishna,Mathrubhumi Printing and Publishing,http://www.mathrubhumi.com,HIGH,VMware,,AWS,https://www.mathrubhumi.com/technology/news/aws-user-group-calicut-meet-up-ul-cyberpark-1.8422832,,,,,https://www.mathrubhumi.com/technology/news/aws-user-group-calicut-meet-up-ul-cyberpark-1.8422832
Krishna,"Maybank Indonesia Finance, PT ( MIF Online )",https://www.maybank.co.id,HIGH,VMware,Working,AWS,https://www.maybank.co.id/en/corporateinformation/CorporateGovernance/gcg-implementation-report/-/media/Downloaded%20Content/Laporan-Tata-Kelola/GCG_MBI_AR2024_ENG.pdf,,,,,https://www.maybank.co.id/en/corporateinformation/CorporateGovernance/gcg-implementation-report/-/media/Downloaded%20Content/Laporan-Tata-Kelola/GCG_MBI_AR2024_ENG.pdf
Krishna,"Maybank Indonesia Finance, PT ( MIF Online )",https://www.maybank.co.id,HIGH,VMware,,Shield,https://www.maybank.co.id/-/media/Downloaded-Content/Laporan-Tahunan/Annual-Report-Maybank-Indonesia-2024.pdf,,,,,https://www.maybank.co.id/-/media/Downloaded-Content/Laporan-Tahunan/Annual-Report-Maybank-Indonesia-2024.pdf
Krishna,Metrohm Singapore Pte Ltd,http://www.metrohm.com/,LOW,VMware,Working,AWS,https://www.metrohm.com/de_de/legal/datenschutzerklaerung.html,,,,,https://www.metrohm.com/de_de/legal/datenschutzerklaerung.html
Krishna,Milbank Tweed Hadley & Mccloy,http://www.milbank.com/,HIGH,VMware,Working,AWS,https://www.milbank.com/a/web/122430/Revising-Cloud-Contracts-In-Light-Of-Capital-One-Cyberattack.pdf,,,,,https://www.milbank.com/a/web/122430/Revising-Cloud-Contracts-In-Light-Of-Capital-One-Cyberattack.pdf
Krishna,Milbank Tweed Hadley & Mccloy,http://www.milbank.com/,HIGH,VMware,,Shield,https://www.milbank.com/a/web/160402/Alice-at-Seven-Journal-of-the-Patent-and-Trademark-Office-Societ.pdf,,,,,https://www.milbank.com/a/web/160402/Alice-at-Seven-Journal-of-the-Patent-and-Trademark-Office-Societ.pdf
Krishna,Minfy - SI,http://www.minfytech.com,HIGH,VMware,,AWS,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025,,,,,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
Krishna,Minfy - SI,http://www.minfytech.com,HIGH,VMware,,EC2,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025,,,,,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
Krishna,Minfy - SI,http://www.minfytech.com,HIGH,VMware,,S3,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025,,,,,https://www.minfytech.com/blogs/top-3-cloud-computing-trends-for-aws-customers-in-2025
Krishna,Minter Ellison Melbourne,http://www.minterellison.com/,HIGH,VMware,Working,AWS,https://www.minterellison.com/articles/use-of-ai-in-the-healthcare-sector,,,,,https://www.minterellison.com/articles/use-of-ai-in-the-healthcare-sector
Krishna,Molex Korea,https://www.molex.com/en-us/contact/molex-korea-distributors,LOW,VMware,Working,AWS,https://www.molex.com/en-us/news/molex-releases-findings-of-data-center-on-wheels-global,,,,,https://www.molex.com/en-us/news/molex-releases-findings-of-data-center-on-wheels-global
Krishna,Motherson Sumi Systems Limited,http://www.motherson.com,HIGH,VMware,,Shield,https://www.motherson.com/storage/investor-presentations/2020_2021/Motherson-Investor-Meet-2020-Divisional-Presentations.pdf,,,,,https://www.motherson.com/storage/investor-presentations/2020_2021/Motherson-Investor-Meet-2020-Divisional-Presentations.pdf
Krishna,Movate Technologies Private Limited ( Formerly CSS CORP PRIVATE LIMITED),https://www.movate.com/,HIGH,VMware,,AWS Lambda,https://www.movate.com/glossary/aws-integration-services/,,,,,https://www.movate.com/glossary/aws-integration-services/
Krishna,MSFT,http://www.microsoft.com/,LOW,VMware,Working,AWS cloud,https://www.microsoft.com/en-us/download/details.aspx?id=56124,,,,,https://www.microsoft.com/en-us/download/details.aspx?id=56124
Krishna,Multi-System Technologies,http://www.multisystemtechnologies.com/,HIGH,VMware,Working,AWS,https://www.multisystemtechnologies.com/software-development-3/10-essential-azure-devops-instruments-for/,,,,,https://www.multisystemtechnologies.com/software-development-3/10-essential-azure-devops-instruments-for/
Krishna,"Murata Manufacturing Vietnam Co., Ltd.",http://www.murata.com/,HIGH,VMware,Working,AWS cloud,https://www.murata.com/webinars/connectivity-202105,,,,,https://www.murata.com/webinars/connectivity-202105
Krishna,MyRepublic,http://www.myrepublic.net,HIGH,VMware,,IAM,https://myrepublic.net/sg/wp-content/uploads/sites/2/2023/01/MyRepublic-Whitepaper-3.6_new-1.pdf,,,,,https://myrepublic.net/sg/wp-content/uploads/sites/2/2023/01/MyRepublic-Whitepaper-3.6_new-1.pdf
Krishna,Nanometrics Singapore,https://ontoinnovation.com/,HIGH,VMware,Working,Amazon EC2,https://www.linkedin.com/company/amazon-web-services,,,,,https://www.linkedin.com/company/amazon-web-services
Krishna,Netgear,http://www.netgear.com/,HIGH,VMware,Working,Amazon Cloud,https://www.netgear.com/pl/about/press-releases/2017/netgear-readynas-rr2304/,,,,,https://www.netgear.com/pl/about/press-releases/2017/netgear-readynas-rr2304/
Krishna,Netrust Pte Ltd,http://www.netrust.net,LOW,VMware,,IAM,https://www.netrust.net/events/,,,,,https://www.netrust.net/events/
Krishna,"NetSol Technologies Americas, Inc. (Netsol Consulting Services)",https://netsoltech.com/,LOW,VMware,Working,AWS,https://ir.netsoltech.com/press-releases/detail/3210/netsol-technologies-achieves-aws-foundational-technical,,,,,https://ir.netsoltech.com/press-releases/detail/3210/netsol-technologies-achieves-aws-foundational-technical
Krishna,Nfolks Software Technologies Pvt. Ltd,http://www.nfolks.com,HIGH,VMware,Wrong Firmographics,AWS,https://nfolks.com/bi-bigdata/,,,,,https://nfolks.com/bi-bigdata/
Krishna,Nfolks Software Technologies Pvt. Ltd,http://www.nfolks.com,HIGH,VMware,,AWS CloudTrail,http://nfolks.com/move-to-any-cloud/,,,,,http://nfolks.com/move-to-any-cloud/
Krishna,NHP Electrical Engineering Products Pty Ltd,http://www.nhp.com.au/,LOW,VMware,,CloudFront,https://www.nhp.com.au/products/energy-management-and-power-quality/energy-management/energy-management-solutions/carlo-gavazzi-energy-management-gateways,,,,,https://www.nhp.com.au/products/energy-management-and-power-quality/energy-management/energy-management-solutions/carlo-gavazzi-energy-management-gateways
Krishna,NIIT LTD,http://www.niit.com,HIGH,VMware,Invalid Industry,AWS cloud,https://www.niit.com/india/wp-content/uploads/2025/01/Cloud-Computing.pdf,,,,,https://www.niit.com/india/wp-content/uploads/2025/01/Cloud-Computing.pdf
Krishna,Novigi Pty Ltd,http://www.novigi.com.au,HIGH,VMware,Working,AWS,https://www.novigi.com.au/2022-1-24-cutting-the-cord-contact-centre-transformation/,,,,,https://www.novigi.com.au/2022-1-24-cutting-the-cord-contact-centre-transformation/
Krishna,NS Bluescope,https://www.nsbluescope.com/asean/,HIGH,VMware,Working,AWS,https://www.nsbluescope.com/vn/wp-content/uploads/sites/8/2022/12/bluescope-sustainability-report-2021_22.pdf,,,,,https://www.nsbluescope.com/vn/wp-content/uploads/sites/8/2022/12/bluescope-sustainability-report-2021_22.pdf
Krishna,NSW Business Chamber,http://www.businessnsw.com/,LOW,VMware,Working,AWS,https://www.businessnsw.com/events/on-demand-learning-hub/ai-and-new-technologies-and-what-they-mean-for-business,,,,,https://www.businessnsw.com/events/on-demand-learning-hub/ai-and-new-technologies-and-what-they-mean-for-business
Krishna,NTT Ltd,https://www.ntt.com,HIGH,VMware,Working,EC2,https://www.ntt.com/bizon/glossary/e-a/aws.html,,,,,https://www.ntt.com/bizon/glossary/e-a/aws.html
Krishna,NTT Ltd,https://www.ntt.com,HIGH,VMware,,Amazon S3,https://www.ntt.com/bizon/glossary/e-a/aws.html,,,,,https://www.ntt.com/bizon/glossary/e-a/aws.html
Krishna,Nzx Ltd,http://www.nzx.com/,HIGH,VMware,Working,AWS,https://www.nzx.com/announcements/409433,,,,,https://www.nzx.com/announcements/409433
Krishna,Oag Aviation Worldwide Pte. Ltd.,http://www.oag.com/,HIGH,VMware,Working,AWS,https://www.oag.com/knowledge/checkpointing-with-azure-event-hubs,,,,,https://www.oag.com/knowledge/checkpointing-with-azure-event-hubs
Krishna,"OCEANAGOLD (PHILIPPINES), INC.",http://www.oceanagold.com/,HIGH,VMware,,Shield,https://careers.oceanagold.com/job/mine-maintenance-welder-in-kershaw-jid-587,,,,,https://careers.oceanagold.com/job/mine-maintenance-welder-in-kershaw-jid-587
Krishna,Offsec,http://www.offsec.com/,HIGH,VMware,,IAM,https://www.offsec.com/learning/paths/offensive-cloud-foundations/,,,,,https://www.offsec.com/learning/paths/offensive-cloud-foundations/
Krishna,Ogilvy Indonesia,https://www.ogilvy.com,HIGH,VMware,Working,AWS,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both,,,,,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both
Krishna,OgilvyOne Worldwide Asia,http://www.ogilvyasia.com/,HIGH,VMware,Working,AWS,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both,,,,,https://www.ogilvy.com/ideas/amazon-brand-service-can-it-be-both
Krishna,OnMobile Global Limited,http://www.onmobile.com,HIGH,VMware,Working,AWS,https://www.onmobile.com/sites/default/files/FY-2022-Annual-Report.pdf,,,,,https://www.onmobile.com/sites/default/files/FY-2022-Annual-Report.pdf
Krishna,Optisol business solutions,https://www.optisolbusiness.com/,LOW,VMware,Working,EC2,https://www.optisolbusiness.com/wp-content/uploads/2019/08/10-things-to-know-about-aws.pdf,,,,,https://www.optisolbusiness.com/wp-content/uploads/2019/08/10-things-to-know-about-aws.pdf
Krishna,Optisol business solutions,https://www.optisolbusiness.com/,LOW,VMware,,RDS,https://www.optisolbusiness.com/wp-content/uploads/2019/08/10-things-to-know-about-aws.pdf,,,,,https://www.optisolbusiness.com/wp-content/uploads/2019/08/10-things-to-know-about-aws.pdf
Krishna,Opus Software Solutions,https://opustechglobal.com/,HIGH,VMware,,AWS,https://opustechglobal.com/using-aws-to-develop-compliant-secure-payment-solutions/,,,,,https://opustechglobal.com/using-aws-to-develop-compliant-secure-payment-solutions/
Krishna,Orion Innovation,http://www.orioninc.com/,HIGH,VMware,Invalid Country,AWS cloud,https://www.orioninc.com/company/partnerships-alliances/amazon-web-services/,,,,USA,https://www.orioninc.com/company/partnerships-alliances/amazon-web-services/
Krishna,Orion Innovation,http://www.orioninc.com/,HIGH,VMware,,Shield,https://www.orioninc.com/company/partnerships-alliances/amazon-web-services/,,,,,https://www.orioninc.com/company/partnerships-alliances/amazon-web-services/
Krishna,Ozuno,http://www.ozuno.com/,HIGH,VMware,Working,AWS,https://ozuno.com/wp-content/uploads/IEL-BACnet-PICS_BS_26_09_2018.pdf,,,,,https://ozuno.com/wp-content/uploads/IEL-BACnet-PICS_BS_26_09_2018.pdf
Krishna,Pall Filtration,https://www.pall.com/,HIGH,VMware,Working,AWS,https://www.pall.com/content/dam/pall/pall-corp/literature-library/non-gated/purchase-terms/Standard%20Terms%20and%20Conditions%20of%20Sale-Systems-Malaysia.pdf,,,,,https://www.pall.com/content/dam/pall/pall-corp/literature-library/non-gated/purchase-terms/Standard%20Terms%20and%20Conditions%20of%20Sale-Systems-Malaysia.pdf
Krishna,Palo IT - SG PS,http://www.palo-it.com/,HIGH,VMware,,EC2,https://www.palo-it.com/en/blog/how-to-optimise-your-cloud-infrastructure-and-cut-costs-on-aws,,,,,https://www.palo-it.com/en/blog/how-to-optimise-your-cloud-infrastructure-and-cut-costs-on-aws
Krishna,PALTEK CORPORATION,http://www.paltek.co.jp,LOW,VMware,Working,EC2,https://www.paltek.co.jp/techblog/techinfo/210909_01,07 2021,,,,https://www.paltek.co.jp/techblog/techinfo/210909_01
Krishna,Panasonic Life Solutions India Private Limited,http://www.panasonic.com,LOW,VMware,Working,AWS,https://www.panasonic.com/jp/hvac/news.html,,,,,https://www.panasonic.com/jp/hvac/news.html
Krishna,Parallo,http://www.parallo.com,HIGH,VMware,,AWS,https://www.parallo.com/how-to-bolster-your-aws-security,,,,,https://www.parallo.com/how-to-bolster-your-aws-security
Krishna,Payoda Technologies Private Limited,https://www.payoda.com,HIGH,VMware,,Auto Scaling,https://www.payoda.com/devops-and-cloud-computing-building-scalable-and-robust-systems/,,,,,https://www.payoda.com/devops-and-cloud-computing-building-scalable-and-robust-systems/
Krishna,Pegasystems Pte Ltd.,http://www.pega.com/,HIGH,VMware,,S3,https://www.pega.com/insights/resources/pegaworld-inspire-2023-aws-pega-unleashing-power-intelligent-automation-across,,,,,https://www.pega.com/insights/resources/pegaworld-inspire-2023-aws-pega-unleashing-power-intelligent-automation-across
Krishna,Pharos Systems,https://www.pharos.com/,HIGH,VMware,Working,AWS,https://www.pharos.com/products/blueprint/,,,,,https://www.pharos.com/products/blueprint/
Krishna,Philip Morris Indonesia,https://www.pmi.com/markets/indonesia/id,LOW,VMware,Working,AWS,https://www.pmi.com/resources/docs/default-source/romania-market-files/annual-report-2023-2024-water-management-aws.pdf?sfvrsn=265dbdc9_2,,,,,https://www.pmi.com/resources/docs/default-source/romania-market-files/annual-report-2023-2024-water-management-aws.pdf?sfvrsn=265dbdc9_2
Krishna,Phintraco Consulting,https://phintraco.com,HIGH,VMware,Working,AWS,https://phintraco.com/amati-kinerja-serverless-architecture-dengan-solusi-cloud-monitoring/,,,,,https://phintraco.com/amati-kinerja-serverless-architecture-dengan-solusi-cloud-monitoring/
Krishna,PHOTON INTERACTIVE,http://www.photon.com/,HIGH,VMware,,AWS cloud,https://www.photon.com/thinkbeyond-today-email-newsletter,,,,,https://www.photon.com/thinkbeyond-today-email-newsletter
Krishna,Pickles Auctions,http://www.pickles.com.au/,LOW,VMware,Working,AWS,https://www.pickles.com.au/used/search/s/perth-wa---octg-drilling--completions-sale/11328?srsltid=AfmBOor2fQl_xLDfd2amEBLcZh4jBw5XkrdzB-V1OQi0Z5Ky-tlAjYOy,,,,,https://www.pickles.com.au/used/search/s/perth-wa---octg-drilling--completions-sale/11328?srsltid=AfmBOor2fQl_xLDfd2amEBLcZh4jBw5XkrdzB-V1OQi0Z5Ky-tlAjYOy
Krishna,Premier Technology Public Company Limited,https://www.premier-technology.co.th/,,VMware,Working,AWS,https://www.premier-technology.co.th/document/form_56-1_18.pdf,,,,,https://www.premier-technology.co.th/document/form_56-1_18.pdf
Krishna,Principle One Pte Ltd,http://www.principleone.com/,HIGH,VMware,Working,AWS,https://www.principleone.com/principle-one-opens-in-seoul/,,,,,https://www.principleone.com/principle-one-opens-in-seoul/
Krishna,Provab Technosoft,https://www.provab.com/,HIGH,VMware,Working,AWS cloud,https://www.provab.com/travel-tech/why-should-businesses-use-aws/,,,,,https://www.provab.com/travel-tech/why-should-businesses-use-aws/
Krishna,PT Bank Maybank Indonesia Tbk,https://www.maybank.co.id/,HIGH,VMware,Working,AWS,https://www.maybank.co.id/en/corporateinformation/CorporateGovernance/gcg-implementation-report/-/media/Downloaded%20Content/Laporan-Tata-Kelola/GCG_MBI_AR2024_ENG.pdf,,,,,https://www.maybank.co.id/en/corporateinformation/CorporateGovernance/gcg-implementation-report/-/media/Downloaded%20Content/Laporan-Tata-Kelola/GCG_MBI_AR2024_ENG.pdf
Krishna,PT Bank Maybank Indonesia Tbk,https://www.maybank.co.id/,HIGH,VMware,,Shield,https://www.maybank.co.id/-/media/Downloaded-Content/Laporan-Tahunan/Annual-Report-Maybank-Indonesia-2024.pdf,,,,,https://www.maybank.co.id/-/media/Downloaded-Content/Laporan-Tahunan/Annual-Report-Maybank-Indonesia-2024.pdf
Krishna,PT Boer Technology,http://www.btech.id/,HIGH,VMware,,AWS,http://www.btech.id/en/news/aws-cloud-empowering-businesses-with-scalability-flexibility-and-innovation/,,,,,http://www.btech.id/en/news/aws-cloud-empowering-businesses-with-scalability-flexibility-and-innovation/
Krishna,PT Delta Data Mandiri,http://www.deltadatamandiri.com,HIGH,VMware,Working,AWS,https://www.deltadatamandiri.com/post/mengenal-ddos-attack-dan-cara-mengatasinya,,,,,https://www.deltadatamandiri.com/post/mengenal-ddos-attack-dan-cara-mengatasinya
Krishna,PT Era Awan Digital,https://eranyacloud.com/id,HIGH,VMware,,S3,https://eranyacloud.com/en/product/cloud-monitoring-support-en/,,,,,https://eranyacloud.com/en/product/cloud-monitoring-support-en/
Krishna,PT MNC Investama Tbk (MNC Group),http://www.mncgroup.com,HIGH,VMware,,Shield,https://www.mncgroup.com/file-mncgroup/files/mncgroup/Investor%20Relations/Laporan%20Tahunan/AR%20BHIT%202021_Website.pdf,,,,,https://www.mncgroup.com/file-mncgroup/files/mncgroup/Investor%20Relations/Laporan%20Tahunan/AR%20BHIT%202021_Website.pdf
Krishna,"PT. Gema Graha Sarana, Tbk (Vivere Group)",http://www.ggs-interior.com,HIGH,VMware,Working,AWS,https://www.ggs-interior.com/uploads/reports_46/103/annual-report-2021.pdf,,,,,https://www.ggs-interior.com/uploads/reports_46/103/annual-report-2021.pdf
Krishna,PT. Innovation Cloud Services,https://www.icscompute.com/,HIGH,VMware,,S3,https://www.icscompute.com/what-is-amazon-web-service/,,,,,https://www.icscompute.com/what-is-amazon-web-service/
Krishna,Publicis Groupe,http://www.publicisgroupe.com/,HIGH,VMware,Working,AWS,https://www.publicisgroupe.com/en/news/press-releases/viva-technology-2019-preview,,,,,https://www.publicisgroupe.com/en/news/press-releases/viva-technology-2019-preview
Krishna,Quad One Technologies Pvt. Ltd,http://www.quadone.com,HIGH,VMware,Working,AWS,https://www.quadone.com/top-ai-tools-boosting-productivity-in-2025/,,,,,https://www.quadone.com/top-ai-tools-boosting-productivity-in-2025/
Krishna,QUINTICON PTY LTD,http://www.quinticon.com.au/,HIGH,VMware,,EC2,https://www.quinticon.com.au/blog/building-a-cloud-fortress,,,,,https://www.quinticon.com.au/blog/building-a-cloud-fortress
Krishna,Rapid7,http://www.rapid7.com/,HIGH,VMware,,AWS cloud,https://www.rapid7.com/fundamentals/aws-cloud-security/,,,,,https://www.rapid7.com/fundamentals/aws-cloud-security/
Krishna,RASI SEEDS PVT LTD,http://www.rasiseeds.com/,LOW,VMware,Working,AWS,https://www.rasiseeds.com/Admin/html/horizontal-fullwidth/icon-fontawesome.html,,,,,https://www.rasiseeds.com/Admin/html/horizontal-fullwidth/icon-fontawesome.html
Krishna,Real Networks Asiapacific,http://www.realnetworks.com/,HIGH,VMware,Working,AWS,https://realnetworks.com/uploadedFiles/Helix/EULAs/eula-Helix-Servers.pdf,,,,,https://realnetworks.com/uploadedFiles/Helix/EULAs/eula-Helix-Servers.pdf
Krishna,RedingtonIT India,http://www.redingtongroup.com,HIGH,VMware,Working,EC2,https://redingtongroup.com/cloud/aws-startup/,,,,,https://redingtongroup.com/cloud/aws-startup/
Krishna,Renesas Electronics Corporation,http://www.renesas.com/,LOW,VMware,Working,AWS cloud,https://www.renesas.com/en/node/1254441?srsltid=AfmBOooGTV2AY_Zv6PETYTWaOlaiLTazhHL-VEkvRQKK0TIFHFvsI92V,,,,,https://www.renesas.com/en/node/1254441?srsltid=AfmBOooGTV2AY_Zv6PETYTWaOlaiLTazhHL-VEkvRQKK0TIFHFvsI92V
Krishna,RICOH NEW ZEALAND LIMITED,http://www.ricoh.co.nz,HIGH,VMware,Working,AWS,https://www.ricoh.co.nz/articles/preparing-your-storage-for-big-data-and-analytics,,,,,https://www.ricoh.co.nz/articles/preparing-your-storage-for-big-data-and-analytics
Krishna,Riversand Technologies,http://www.syndigo.com/,HIGH,VMware,,S3,https://content.syndigo.com/asset/bb7131fd-aad3-4756-a2d0-16b3fc34d849/original.pdf,,,,,https://content.syndigo.com/asset/bb7131fd-aad3-4756-a2d0-16b3fc34d849/original.pdf
Krishna,RPG Group,http://www.rpggroup.com,HIGH,VMware,Working,AWS,https://www.rpggroup.com/assets/images/group-presentation/rpg-annual-investor-presentation-2024.pdf,,,,Zensar Technologies is a part of the Mumbai-based RPG Group.,https://www.rpggroup.com/assets/images/group-presentation/rpg-annual-investor-presentation-2024.pdf
Krishna,RPG Group,http://www.rpggroup.com,HIGH,VMware,,EBS,https://www.rpggroup.com/assets/investors/pdfs/zensar-annual-report-fy241743584822.pdf,,,,,https://www.rpggroup.com/assets/investors/pdfs/zensar-annual-report-fy241743584822.pdf
